Prompt,Answer
Generate me a new long XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Gets the form path using name"" type=""clsgetformpathusingname""/>
    <figure name=""Read KDOT App URL"" type=""readappsettings""/>
    <figure name=""Initialize Variables"" type=""updatevariable""/>
    <figure name=""Log initial form submission"" type=""clscreatetask""/>
    <figure name=""Evaluate Review Action"" type=""evaluatedecisions""/>
    <figure name=""placeholder"" type=""placeholder""/>
    <figure name=""NO FCA user id?"" type=""decision""/>
    <figure name=""Convert FCA to workflow user id"" type=""getworkflowuserid""/>
    <figure name=""Set Instructions"" type=""updatevariable""/>
    <figure name=""CMS Const Eng Designee Approval"" type=""choicetaskkdot""/>
    <figure name=""Get task user name"" type=""clsgetproperties""/>
    <figure name=""set Task Instruction"" type=""updatevariable""/>
    <figure name=""set Delegate User"" type=""updatevariable""/>
    <figure name=""Get task user name1"" type=""clsgetproperties""/>
    <figure name=""Rejected Instruction"" type=""updatevariable""/>
    <figure name=""Complete CMS Form"" type=""choicetaskkdot""/>
    <figure name=""Cancelled by Initiator"" type=""clsremoveonbaseattachments""/>
    <figure name=""Reset DB Row or Update Final Checklist"" type=""clsupdatefinalchecklist""/>
    <figure name=""Get WFAdmin"" type=""clsgetworkflowadministrator""/>
    <figure name=""Review Remove From DMS"" type=""choicetaskkdot""/>
    <figure name=""Get District Construction Engineer"" type=""clsgetparticipantwithrole""/>
    <figure name=""set Task instruction"" type=""updatevariable""/>
    <figure name=""District Construction Engineer Approval"" type=""choicetaskkdot""/>
    <figure name=""Create PDF"" type=""clscreatepdf""/>
    <figure name=""PDF Failure Review Instruction"" type=""updatevariable""/>
    <figure name=""Get WFAdmin2"" type=""clsgetworkflowadministrator""/>
    <figure name=""Review Add To DMS1"" type=""choicetaskkdot""/>
    <figure name=""Add to DMS"" type=""clsaddtodms""/>
    <figure name=""Get Attachments URL"" type=""clsgetattachmenturls""/>
    <figure name=""Notify as Necessary"" type=""clskdotemail""/>
    <figure name=""DMS Failure Review Instruction"" type=""updatevariable""/>
    <figure name=""Get task user name3"" type=""clsgetproperties""/>
    <figure name=""District Construction Engineer Approval-Consult"" type=""choicetaskkdot""/>
    <figure name=""Get task user name4"" type=""clsgetproperties""/>
    <figure name=""set Task Instruction5"" type=""updatevariable""/>
    <figure name=""set Delegate User6"" type=""updatevariable""/>
    <figure name=""Save Instruction"" type=""updatevariable""/>
    <figure name=""Get task user name7"" type=""clsgetproperties""/>
    <figure name=""Const Eng Designee Approval-Consult"" type=""choicetaskkdot""/>
    <figure name=""Save Instruction8"" type=""updatevariable""/>
    <figure name=""Set HasSubmittedChecklist = True"" type=""updatevariable""/>
    <figure name=""Save instructions"" type=""updatevariable""/>
  </figures>
  <connections>
    <connection from=""Log initial form submission"" to=""Evaluate Review Action"" condition=""""/>
    <connection from=""Evaluate Review Action"" to=""Save instructions"" condition=""Save""/>
    <connection from=""Evaluate Review Action"" to=""Cancelled by Initiator"" condition=""Cancel""/>
    <connection from=""Evaluate Review Action"" to=""placeholder"" condition=""Proceed""/>
    <connection from=""Save instructions"" to=""Complete CMS Form"" condition=""""/>
    <connection from=""Complete CMS Form"" to=""Cancelled by Initiator"" condition=""Cancel""/>
    <connection from=""Complete CMS Form"" to=""Evaluate Review Action"" condition=""Save""/>
    <connection from=""Complete CMS Form"" to=""placeholder"" condition=""Proceed""/>
    <connection from=""Cancelled by Initiator"" to=""Get WFAdmin"" condition=""error""/>
    <connection from=""Cancelled by Initiator"" to=""Reset DB Row or Update Final Checklist"" condition=""Evaluate""/>
    <connection from=""Get WFAdmin"" to=""Review Remove From DMS"" condition=""""/>
    <connection from=""Review Remove From DMS"" to=""Cancelled by Initiator"" condition=""Cancel""/>
    <connection from=""Set HasSubmittedChecklist = True"" to=""Reset DB Row or Update Final Checklist"" condition=""""/>
    <connection from=""NO FCA user id?"" to=""Get District Construction Engineer"" condition=""True""/>
    <connection from=""Convert FCA to workflow user id"" to=""Set Instructions"" condition=""""/>
    <connection from=""District Construction Engineer Approval"" to=""Save Instruction"" condition=""Save""/>
    <connection from=""District Construction Engineer Approval"" to=""Get task user name4"" condition=""Delegate""/>
    <connection from=""District Construction Engineer Approval"" to=""Get task user name3"" condition=""Consult""/>
    <connection from=""District Construction Engineer Approval"" to=""Create PDF"" condition=""Proceed""/>
    <connection from=""District Construction Engineer Approval"" to=""Get task user name1"" condition=""Reject""/>
    <connection from=""Set Instructions"" to=""CMS Const Eng Designee Approval"" condition=""""/>
    <connection from=""CMS Const Eng Designee Approval"" to=""Save Instruction8"" condition=""Save""/>
    <connection from=""CMS Const Eng Designee Approval"" to=""Get task user name7"" condition=""Consult""/>
    <connection from=""CMS Const Eng Designee Approval"" to=""Get District Construction Engineer"" condition=""Proceed""/>
    <connection from=""CMS Const Eng Designee Approval"" to=""Get task user name1"" condition=""Reject""/>
    <connection from=""CMS Const Eng Designee Approval"" to=""Get task user name"" condition=""Delegate""/>
    <connection from=""Save Instruction8"" to=""CMS Const Eng Designee Approval"" condition=""""/>
    <connection from=""Get task user name"" to=""set Task Instruction"" condition=""""/>
    <connection from=""set Task Instruction"" to=""set Delegate User"" condition=""""/>
    <connection from=""set Delegate User"" to=""CMS Const Eng Designee Approval"" condition=""""/>
    <connection from=""Get task user name7"" to=""Const Eng Designee Approval-Consult"" condition=""""/>
    <connection from=""Const Eng Designee Approval-Consult"" to=""Set Instructions"" condition=""Return""/>
    <connection from=""Save Instruction"" to=""District Construction Engineer Approval"" condition=""""/>
    <connection from=""Get task user name4"" to=""set Task Instruction5"" condition=""""/>
    <connection from=""set Task Instruction5"" to=""set Delegate User6"" condition=""""/>
    <connection from=""set Delegate User6"" to=""District Construction Engineer Approval"" condition=""""/>
    <connection from=""Get task user name3"" to=""District Construction Engineer Approval-Consult"" condition=""""/>
    <connection from=""Create PDF"" to=""Add to DMS"" condition=""True""/>
    <connection from=""Create PDF"" to=""PDF Failure Review Instruction"" condition=""error""/>
    <connection from=""Add to DMS"" to=""DMS Failure Review Instruction"" condition=""error""/>
    <connection from=""Add to DMS"" to=""Get Attachments URL"" condition=""True""/>
    <connection from=""PDF Failure Review Instruction"" to=""Get WFAdmin2"" condition=""""/>
    <connection from=""DMS Failure Review Instruction"" to=""Get WFAdmin2"" condition=""""/>
    <connection from=""Get WFAdmin2"" to=""Review Add To DMS1"" condition=""""/>
    <connection from=""Review Add To DMS1"" to=""Create PDF"" condition=""Resubmit Form""/>
    <connection from=""Get Attachments URL"" to=""Notify as Necessary"" condition=""True""/>
    <connection from=""Rejected Instruction"" to=""Complete CMS Form"" condition=""""/>
    <connection from=""placeholder"" to=""Set HasSubmittedChecklist = True"" condition=""""/>
    <connection from=""set Task instruction"" to=""District Construction Engineer Approval"" condition=""""/>
    <connection from=""start"" to=""Gets the form path using name"" condition=""""/>
    <connection from=""Gets the form path using name"" to=""Read KDOT App URL"" condition=""""/>
    <connection from=""Read KDOT App URL"" to=""Initialize Variables"" condition=""""/>
    <connection from=""District Construction Engineer Approval-Consult"" to=""set Task instruction"" condition=""Return""/>
    <connection from=""Get task user name1"" to=""Rejected Instruction"" condition=""""/>
    <connection from=""Get District Construction Engineer"" to=""set Task instruction"" condition=""""/>
    <connection from=""placeholder"" to=""NO FCA user id?"" condition=""""/>
    <connection from=""Initialize Variables"" to=""Log initial form submission"" condition=""""/>
    <connection from=""NO FCA user id?"" to=""Convert FCA to workflow user id"" condition=""False""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Route Form"" type=""routeform""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Route Form"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Update Variables"" type=""updatevariable""/>
    <figure name=""Expression"" type=""evalexpression""/>
    <figure name=""Decision"" type=""decision""/>
    <figure name=""Place Holder"" type=""placeholder""/>
    <figure name=""Place Holder1"" type=""placeholder""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Decision"" condition=""""/>
    <connection from=""Decision"" to=""Place Holder1"" condition=""False""/>
    <connection from=""Decision"" to=""Place Holder"" condition=""True""/>
    <connection from=""start"" to=""Expression"" condition=""""/>
    <connection from=""start"" to=""Update Variables"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Task"" type=""task""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Task"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Task"" type=""task""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Task"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Route to Queue"" type=""routetoqueue""/>
    <figure name=""Place Holder"" type=""placeholder""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Route to Queue"" condition=""""/>
    <connection from=""Route to Queue"" to=""Place Holder"" condition=""timeout""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Writes content to TXT File"" type=""writefile""/>
    <figure name=""googleDriveSendFile"" type=""googledrivesendfile""/>
  </figures>
  <connections>
    <connection from=""Writes content to TXT File"" to=""googleDriveSendFile"" condition=""""/>
    <connection from=""start"" to=""Writes content to TXT File"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Update Variables"" type=""updatevariable""/>
    <figure name=""Get lookup data"" type=""clsgetlookupdata""/>
  </figures>
  <connections>
    <connection from=""Update Variables"" to=""Get lookup data"" condition=""""/>
    <connection from=""start"" to=""Update Variables"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Update Variables"" type=""updatevariable""/>
    <figure name=""Expression"" type=""evalexpression""/>
    <figure name=""Decision"" type=""decision""/>
    <figure name=""Place Holder"" type=""placeholder""/>
    <figure name=""Place Holder1"" type=""placeholder""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Decision"" condition=""""/>
    <connection from=""Decision"" to=""Place Holder1"" condition=""False""/>
    <connection from=""Decision"" to=""Place Holder"" condition=""True""/>
    <connection from=""start"" to=""Expression"" condition=""""/>
    <connection from=""start"" to=""Update Variables"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""excelortxttoxml"" type=""excelortxttoxml""/>
    <figure name=""Read TXT File"" type=""readfile""/>
    <figure name=""Get XML Value"" type=""getxmlnode""/>
  </figures>
  <connections>
    <connection from=""start"" to=""excelortxttoxml"" condition=""""/>
    <connection from=""Read TXT File"" to=""Get XML Value"" condition=""""/>
    <connection from=""excelortxttoxml"" to=""Read TXT File"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""PH3"" type=""placeholder""/>
    <figure name=""Execute same task"" type=""kdottask""/>
    <figure name=""PH31"" type=""placeholder""/>
  </figures>
  <connections>
    <connection from=""Execute same task"" to=""PH31"" condition=""""/>
    <connection from=""PH3"" to=""Execute same task"" condition=""""/>
    <connection from=""start"" to=""PH3"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Expression"" type=""evalexpression""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Expression"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Writes Excel to xml file"" type=""excelortxttoxml""/>
    <figure name=""Writes text to xml file"" type=""excelortxttoxml""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Writes text to xml file"" condition=""""/>
    <connection from=""start"" to=""Writes Excel to xml file"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Generate Invite"" type=""worddocgenerator""/>
    <figure name=""Send Email"" type=""email""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Generate Invite"" condition=""""/>
    <connection from=""Generate Invite"" to=""Send Email"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""coinToss"" type=""cointoss""/>
    <figure name=""setWFState"" type=""setwfstate""/>
    <figure name=""setWFState1"" type=""setwfstate""/>
  </figures>
  <connections>
    <connection from=""start"" to=""coinToss"" condition=""""/>
    <connection from=""coinToss"" to=""setWFState1"" condition=""Tails""/>
    <connection from=""coinToss"" to=""setWFState"" condition=""Heads""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""callwcf"" type=""callwcf""/>
  </figures>
  <connections>
    <connection from=""start"" to=""callwcf"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Sentiment Analysis"" type=""clsazuremlgetsentiment""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Sentiment Analysis"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Writes content to TXT File"" type=""writefile""/>
    <figure name=""googleDriveSendFile"" type=""googledrivesendfile""/>
  </figures>
  <connections>
    <connection from=""Writes content to TXT File"" to=""googleDriveSendFile"" condition=""""/>
    <connection from=""start"" to=""Writes content to TXT File"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""email "" type=""email""/>
    <figure name=""task "" type=""task""/>
  </figures>
  <connections>
    <connection from=""start"" to=""task "" condition=""""/>
    <connection from=""start"" to=""email "" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Decision"" type=""decision""/>
    <figure name=""Place Holder"" type=""placeholder""/>
    <figure name=""Place Holder1"" type=""placeholder""/>
    <figure name=""Place Holder2"" type=""placeholder""/>
  </figures>
  <connections>
    <connection from=""Decision"" to=""Place Holder2"" condition=""error""/>
    <connection from=""Decision"" to=""Place Holder1"" condition=""False""/>
    <connection from=""Decision"" to=""Place Holder"" condition=""True""/>
    <connection from=""start"" to=""Decision"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Expression"" type=""evalexpression""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Expression"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Task"" type=""task""/>
    <figure name=""Sub-Workflow"" type=""subworkflow""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Sub-Workflow"" condition=""""/>
    <connection from=""start"" to=""Task"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Tasksbb"" type=""task""/>
    <figure name=""Log Error"" type=""clslogerror""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Log Error"" condition=""""/>
    <connection from=""start"" to=""Tasksbb"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Place Holder"" type=""placeholder""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Place Holder"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""task"" type=""task""/>
  </figures>
  <connections>
    <connection from=""start"" to=""task"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
  </figures>
  <connections/>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""createusernotification"" type=""createusernotification""/>
  </figures>
  <connections>
    <connection from=""start"" to=""createusernotification"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Get Email Msg"" type=""getemailmsg""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Get Email Msg"" condition=""""/>
  </connections>
</processDiagram>"
